RESPNO,URBRUR,REGION,EA_SVC_A,EA_SVC_B,EA_SVC_C,EA_SVC_D,EA_FAC_A,EA_FAC_B,EA_FAC_C,EA_FAC_D,EA_FAC_E,EA_FAC_F,EA_FAC_G,EA_SEC_A,EA_SEC_B,EA_SEC_C,EA_SEC_D,EA_SEC_E,EA_ROAD_A,EA_ROAD_B,EA_ROAD_C,NOCALL_1,NOCALL_2,NOCALL_3,NOCALL_4,NOCALL_5,NOCALL_6,NOCALL_7,NOCALL_8,THISINT,ADULT_CT,CALLS,DATEINTR,STRTIME,Q1,Q2A,Q2AOTHER,Q2B,Q2BOTHER,Q3,Q4A,Q4B,Q5,Q6,Q7,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q9,Q10A,Q10B,Q11A,Q11B,Q12A,Q12B,Q12C,Q12D,Q12E,Q13,Q14,Q15,Q16,Q17,Q18A,Q18B,Q18C,Q18D,Q19A,Q19B,Q19C,Q19D,Q19E,Q20A,Q20B,Q21A,Q21B,Q22,Q23,Q24A,Q24B,Q25A,Q25B,Q25C,Q25D,Q25E,Q25F,Q26A,Q26B,Q26C,Q26D,Q26E,Q27A,Q27B,Q27C,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38A,Q38B,Q38C,Q38D,Q38E,Q38F,Q38G,Q39A,Q39B,Q39C,Q40,Q41,Q42A,Q42B,Q42C,Q42D,Q42E,Q42F,Q43A,Q43B,Q43C,Q43D,Q43E,Q43F,Q43G,Q43H,Q43I,Q43J,Q43K,Q43L_CAM,Q43M_CAM,Q44A,Q44B,Q44C,Q44D,Q44E,Q44F,Q44G,Q44H,Q44I,Q44J,Q44K_CAM,Q44L_CAM,Q44M_CAM,Q44N_CAM,Q45,Q46,Q47,Q48A,Q48B,Q48C,Q48D,Q48E,Q48F,Q49A,Q49B,Q49C,Q49D,Q49E,Q49F,Q49G,Q49H,Q49I,Q49J,Q49K,Q49L,Q49M,Q49N,Q49O,Q49P,Q49Q,Q49R,Q49S,Q49T,Q50,Q51,Q52,Q53A,Q53B,Q53C,Q54A,Q54B,Q55PT1,Q55PT1OTHER,Q55PT2,Q55PT2OTHER,Q55PT3,Q55PT3OTHER,Q56A,Q56B,Q56C,Q56D,Q56E,Q56F,Q56G,Q56H,Q56I,Q56J,Q56K,Q56L,Q56M,Q56N,Q56O,Q56P,Q56Q,Q56R,Q56S,Q57A,Q57B,Q57C,Q57D,Q57E,Q57F,Q57G,Q58A,Q58B,Q58C,Q58D,Q58E,Q59A,Q59B,Q59C,Q60A,Q60B,Q60C,Q60D,Q61A,Q61B,Q61C,Q62,Q63,Q64,Q65,Q66,Q67,Q68A,Q68B,Q69,Q70,Q70OTHER,Q71,Q72A,Q72B,Q73A,Q73B,Q74,Q75,Q76,Q77A,Q77B,Q77C,Q77D,Q78A,Q78B,Q79_CAM,Q80_CAM,Q81A_CAM,Q81B_CAM,Q81C_CAM,Q81D_CAM,Q82A_CAM,Q82B_CAM,Q82C_CAM,Q82D_CAM,Q84,Q84OTHER,Q85A,Q85B,Q86A,Q86B,Q86C,Q86D,Q87A,Q87B,Q87C,Q87D,Q88A,Q88B,Q88BOTHER,Q89A,Q89B,Q89C,Q89D,Q89E,Q89F,Q90,Q91A,Q91B,Q92A,Q92B,Q93,Q94,Q95A,Q95B,Q95C,Q96A,Q96B,Q97,Q98,Q98OTHER,Q99,Q99OTHER,Q100,ENDTIME,LENGTH,Q101,Q102,Q102OTHER,Q103,Q104,Q105,Q106,Q107A,Q107B,Q107C,Q107D,Q107E,Q108,Q110A,Q110B,Q110C,Q110D,Q110E,Q110F,Q110G1,Q110G2,Q110G_NOCALL1,Q110G_NOCALL2,Q110G_NOCALL3,Q110G_NOCALL4,Q110G_NOCALL5,Q110G_NOCALL6,Q110G_NOCALL7,Q110G_NOCALL8,Q112,Q113,Q114,Q115,Q116,Q116OTHER,Q117,Q117OTHER,Q118,Q119_1,Q119_2,Q119_3,Q119_4,Q119_5,Q119OTHER,withinwt
CAM1121,2,1225,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,9997,9997,9997,9997,9997,9997,9997,9997,1,4,1,22.05.18,15:11,39,2223,MOUSGOUM,2223,MOUSGOUM,2,4,3,9,4,5,0,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,1,3,9,4,2,2,3,0,2,4,4,9,9,9,1,2,4,4,1,2,1,1,2,2,0,0,3,3,1,2,1,0,0,1,1,1,3,4,3,4,9,4,4,8,2,1,2,5,1,1,1,2,2,1,0,0,3,9,1,0,0,3,2,0,3,0,3,1,1,0,0,0,0,9,2,0,9,2,2,2,2,3,3,3,0,2,9,9,9,9,9,1,2,1,0,8,2,0,3,3,1,1,0,1,2,1,0,1,4,0,1,0,7,7,0,7,7,7,2,1,2,9,2,9,9,9,0,0,20,,18,,17,,9,2,2,3,3,4,2,2,1,2,2,2,1,1,1,4,3,2,2,2,9,2,9,9,9,3,4,2,2,3,2,0,1,1,0,0,0,0,5,9,9,2,1,3,5,1,0,0,7,97,9997,,1,9,4,0,7,7,7,7,4,4,4,2,2,2,9,9,0,7,7,7,0,7,7,7,1258,,1,3,0,0,2,7,3,3,1,3,1,1220,,0,0,2,0,0,2,0,4,0,3,2,0,0,4,1,1,1,97,2,18,,1220,,8,16:08,58,1,1,,1220,2,1,4,0,1,0,0,0,2,2,2,2,2,3,2,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM29,29,1,2,1254,MOUNDANG,1254,,9,2,1220,1254,9996,9996,,0.39449361
CAM1122,2,1225,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,9997,9997,9997,9997,9997,9997,9997,9997,1,6,1,22.05.18,15:15,36,2223,MOUSGOUM,2223,MOUSGOUM,1,1,1,4,2,4,3,4,2,0,3,1,0,0,0,1,1,0,0,0,0,0,1,3,4,4,4,0,0,0,0,2,2,2,2,2,0,0,0,0,1,4,1,1,2,2,2,2,2,2,4,4,4,4,4,1,4,2,3,1,1,1,4,1,2,4,1,1,4,4,4,4,4,4,4,0,0,0,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,0,0,0,0,0,0,1,2,0,1,3,1,2,1,3,1,2,0,7,7,0,7,7,7,0,7,0,1,1,3,3,3,0,0,17,,20,,14,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,2,3,2,3,3,3,3,3,0,0,0,0,1,1,1,3,2,4,4,2,0,0,7,97,9997,,1,1,5,0,7,7,7,7,4,4,4,4,3,3,8,8,0,7,7,7,0,7,7,7,2226,MOUSGOUM,2,2,0,0,0,0,3,3,1,3,0,9997,,0,0,0,0,0,2,0,4,0,3,1,0,2,3,1,1,1,97,0,18,,1220,,1,16:01,47,1,1,,1220,2,2,1,0,0,0,0,0,4,1,1,1,1,1,1,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM30,27,1,2,2224,KOTOKO,2224,KOTOKO,9,2,1220,9995,9996,9996,KOTOKO,0.39449361
CAM1123,2,1222,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,1,2,9997,9997,9997,9997,9997,9997,9997,9997,2,2,1,22.05.18,15:17,25,9995,LAKA,1220,,2,3,4,3,3,9,0,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,9,2,3,2,2,2,2,2,3,3,3,3,3,0,0,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1,3,2,2,2,3,2,8,9,2,4,4,4,4,4,4,4,2,2,2,3,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,0,1,1,1,3,3,3,0,7,7,1,3,1,1,0,7,7,7,0,7,7,0,7,7,7,0,7,0,2,1,2,2,2,0,0,17,,16,,20,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,5,5,5,2,2,2,3,7,0,0,7,97,9997,,0,3,3,0,7,7,7,7,4,4,4,4,2,2,9,9,0,7,7,7,0,7,7,7,9995,LAKA,0,3,0,0,0,7,3,3,3,3,0,9997,,0,0,0,0,0,0,7,0,0,3,2,0,0,0,7,2,2,6,2,1,,9997,,4,16:00,43,2,1,,1220,2,4,1,0,0,0,0,0,4,1,1,1,1,1,1,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM23,27,2,2,1220,,1220,,8,1220,9996,9996,9996,9996,,0.87410544
CAM1124,2,1222,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,1,2,9997,9997,9997,9997,9997,9997,9997,9997,1,1,1,22.05.18,15:33,38,1245,,1220,,2,5,5,2,4,5,0,1,0,0,2,4,0,0,0,0,0,2,2,1,3,3,1,4,1,1,4,2,0,2,3,5,4,3,2,2,0,2,3,1,1,2,0,1,0,0,0,0,1,1,1,1,1,0,0,5,5,5,3,1,1,1,4,4,1,4,4,1,5,5,5,5,2,1,2,3,3,1,2,0,2,1,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,0,1,1,0,1,1,0,0,7,7,0,7,7,7,1,1,1,0,0,7,7,0,7,7,7,1,0,3,3,2,1,1,3,2,0,24,,1,,9996,,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,3,3,4,4,5,5,5,5,3,5,4,4,4,4,4,0,0,0,0,0,0,0,5,5,5,4,1,4,1,1,0,0,7,97,9997,,4,2,5,1,1,1,2,0,5,2,4,1,2,2,4,4,0,7,7,7,0,7,7,7,2221,,0,5,0,0,0,7,5,5,1,2,1,1220,,0,0,0,0,0,2,1,4,3,3,2,0,1,4,1,1,1,97,3,18,,1220,,8,16:31,57,1,1,,2,1,1,1,0,0,0,0,0,4,1,1,1,1,1,1,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM24,37,1,1,1222,,1222,,7,2,9996,9996,9996,9996,,0.87410544
CAM1125,2,1222,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,1,2,9997,9997,9997,9997,9997,9997,9997,9997,2,1,1,22.05.18,15:43,31,1252,,1220,,2,4,4,4,4,4,0,0,4,0,4,3,0,2,0,0,0,4,0,0,0,0,0,4,4,3,5,0,3,0,2,3,3,4,2,2,1,0,1,1,1,4,0,1,2,1,0,2,0,0,1,1,0,0,0,4,5,4,3,1,3,3,2,1,4,1,4,2,4,4,4,4,4,5,2,0,0,2,3,0,1,1,1,1,2,2,3,3,0,3,0,3,0,0,0,0,0,3,0,9,9,9,3,3,3,2,3,3,3,9,9,9,2,4,5,0,0,9,0,0,2,2,0,7,7,1,3,3,2,0,7,7,7,0,7,7,0,7,7,7,2,0,1,2,2,0,2,2,2,2,23,,16,,12,,2,3,9,3,2,3,1,2,3,3,3,1,1,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,9,0,9,0,0,0,0,2,2,2,4,3,3,1,1,0,0,7,97,9997,,3,3,3,0,7,7,7,7,5,5,5,5,2,2,9,9,0,7,7,7,0,7,7,7,1256,,1,5,2,2,2,7,2,1,1,1,0,9997,,2,0,0,0,0,2,0,4,0,3,2,0,1,4,1,4,1,97,3,18,,1220,,99,16:29,46,2,1,,2,1,1,3,0,0,0,0,0,3,1,2,1,2,1,2,2,2,6,1,9997,9997,9997,9997,9997,9997,CAM26,27,1,2,1239,ETON,1239,,8,2,9996,9996,9996,9996,,0.87410544
CAM1126,1,1231,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,6,6,4,9997,9997,9997,9997,9997,9997,9997,9997,1,3,1,22.05.18,16:22,19,9998,,9999,,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9998,,9996,,9996,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,9998,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9998,,7,7,8,8,8,8,8,8,8,8,8,9997,,8,8,8,8,8,8,7,8,8,8,8,8,8,98,8,8,98,97,98,9998,,9999,,98,,-1,1,1,,1,1,1,4,1,1,0,1,0,4,3,2,3,3,3,3,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM21,22,1,1,1,,1233,,9,1,9996,9996,9996,9996,,0.70360577
CAM1127,2,1225,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,2,2,2,9997,9997,9997,9997,9997,9997,9997,9997,2,7,1,23.05.18,9:24,30,9995,MANDARA,9995,MANDARA,2,2,2,2,4,3,3,0,2,0,1,1,0,3,3,1,1,3,0,0,0,0,0,3,1,1,1,0,0,0,0,2,2,2,2,2,3,3,4,4,1,4,1,1,0,0,0,0,0,0,4,4,4,4,4,1,1,4,3,1,1,1,1,1,1,4,1,1,4,4,4,4,4,4,4,0,0,0,3,1,3,3,3,0,0,0,3,3,0,0,0,0,3,3,3,3,3,3,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,3,3,3,0,0,0,1,2,1,1,3,1,1,1,3,1,1,0,7,7,0,7,7,7,1,0,3,2,1,0,0,0,0,0,8,,8,,8,,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,2,2,3,3,3,3,3,3,3,3,0,0,0,0,5,5,5,2,1,1,4,2,1,2,0,1,4,,2,1,5,1,1,1,1,2,4,4,4,4,3,3,9,9,0,7,7,7,0,7,7,7,1251,MANDARA,0,2,0,0,0,1,3,3,1,3,0,9997,,2,2,0,0,0,0,7,4,0,3,2,1,2,3,1,1,1,97,0,18,,1220,,1,10:16,52,2,1,,1220,2,4,3,0,0,0,0,0,4,2,2,1,2,1,1,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM30,27,1,2,2224,KOTOKO,2224,KOTOKO,9,2,1220,9995,9996,9996,KOTOKO,1.43433654
CAM1128,2,1225,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,2,2,2,9997,9997,9997,9997,9997,9997,9997,9997,1,2,1,23.05.18,9:27,30,9995,MANDARA,9995,MANDARA,2,4,4,3,4,4,2,3,2,1,2,4,0,2,2,3,0,3,2,0,1,1,1,3,2,1,2,3,1,0,3,3,2,2,9,9,0,0,4,4,1,1,0,0,0,0,0,0,0,2,2,2,2,9,0,4,1,1,3,4,4,2,2,4,1,2,3,1,4,2,2,2,5,2,2,1,8,8,2,1,2,2,2,3,2,0,1,1,1,1,1,0,1,2,1,1,1,2,1,3,3,3,2,3,3,3,0,3,3,3,3,9,9,3,2,1,2,2,2,3,3,3,1,2,0,1,2,2,0,1,4,0,1,0,7,7,0,7,7,7,2,2,1,2,2,3,2,3,1,1,23,,4,,17,,3,3,9,9,9,9,3,2,1,2,2,2,2,9,9,9,3,9,9,3,3,3,3,9,4,9,3,3,3,3,3,2,1,3,1,1,0,1,4,9,9,2,2,2,3,9,0,0,7,97,9997,,1,1,4,1,1,9,9,9,4,4,4,4,2,1,9,9,1,4,1,9,0,7,7,7,1251,MANDARA,1,3,0,2,2,7,4,3,1,4,0,9997,,2,0,2,0,0,2,0,4,0,3,2,3,0,3,1,1,1,97,4,18,,9998,,8,10:23,57,1,1,,2,2,1,1,0,0,0,0,0,4,1,2,2,2,2,2,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM29,29,1,2,1254,MOUNDANG,1254,,9,2,1220,1254,9996,9996,,1.43433654
CAM1129,2,1225,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,2,2,2,9997,9997,9997,9997,9997,9997,9997,9997,2,3,1,23.05.18,9:27,38,1220,,1220,,1,1,1,1,1,1,3,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,2,3,1,1,9,9,9,9,9,5,5,9,9,9,0,2,4,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1,1,9,9,4,4,9,9,1,9,8,8,5,2,2,2,9,9,9,3,0,3,2,2,1,9,2,1,3,0,0,0,0,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,2,3,3,3,1,1,2,1,3,2,0,0,7,7,7,0,7,7,0,7,7,7,1,1,0,0,1,0,0,0,3,0,20,,17,,16,,2,1,1,3,1,4,1,2,1,3,9,2,1,4,4,4,3,1,3,1,1,2,1,1,4,3,4,4,3,4,4,0,1,1,0,0,0,0,5,9,9,1,4,2,4,9,1,0,7,97,9997,,2,1,3,1,1,1,5,3,5,5,5,5,3,3,9,9,0,7,7,7,0,7,7,7,1251,,0,3,0,0,0,0,5,5,1,5,1,1220,,0,0,0,0,0,2,0,4,0,3,2,0,0,95,1,2,2,95,2,18,,1220,,4,11:19,112,2,1,,1220,4,5,1,0,0,0,0,0,2,1,1,1,1,2,2,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM27,35,1,1,1220,,1220,,9,1,2,1220,9996,9996,,1.43433654
CAM1130,2,1225,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,2,2,2,9997,9997,9997,9997,9997,9997,9997,9997,2,11,1,23.05.18,9:33,34,1247,,9995,MANDARA,2,4,2,9,2,9,0,3,4,3,3,4,0,2,0,0,0,0,1,0,0,0,1,4,4,4,1,3,9,9,3,5,5,5,5,2,0,0,3,3,1,4,0,0,0,0,0,0,0,0,4,1,1,1,0,5,2,1,3,1,1,1,1,4,4,4,4,1,4,4,4,4,4,4,4,1,2,2,3,1,2,2,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,3,1,1,1,1,1,1,2,2,2,3,3,3,1,2,0,1,2,3,0,1,2,3,0,1,3,1,0,7,7,7,0,7,3,2,1,3,3,3,3,3,4,,20,,19,,4,4,3,4,3,4,4,4,4,3,4,3,3,4,4,4,4,3,3,4,4,4,4,4,2,4,3,3,3,3,3,0,0,1,0,0,0,2,5,5,5,4,1,4,4,3,1,0,7,97,9997,,1,1,2,1,1,1,4,2,5,5,5,5,3,3,9,9,0,7,7,7,0,7,7,7,9995,MAFA,0,3,0,0,0,7,5,5,1,5,0,9997,,1,2,0,0,0,2,0,3,0,3,2,4,3,4,1,4,10,4,2,18,,1220,,1,10:27,54,2,1,,1220,2,1,1,0,0,0,0,0,4,1,1,1,1,1,1,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM28,27,2,2,1254,MOUNDANG,1254,,9,2,1220,1254,9996,9996,,1.43433654
CAM1131,2,1225,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,2,2,2,9997,9997,9997,9997,9997,9997,9997,9997,1,12,1,23.05.18,10:22,79,9995,MANDARA,9995,MANDARA,2,2,2,3,3,2,2,0,3,3,0,1,0,2,2,1,1,2,2,0,0,0,1,3,1,1,1,0,0,0,0,2,2,2,2,2,2,2,4,4,1,4,0,0,1,1,0,0,1,1,4,4,4,4,1,4,4,1,3,4,1,4,3,4,4,2,2,4,4,4,4,1,1,1,2,2,2,0,3,0,3,3,3,0,3,0,3,1,0,2,0,3,0,0,0,0,3,3,3,2,1,1,1,2,2,3,3,3,3,3,3,9,9,1,2,1,0,0,0,3,3,3,1,2,0,1,2,1,2,0,7,7,7,0,7,7,0,7,7,7,1,1,0,1,1,0,0,0,0,0,17,,8,,20,,3,3,3,2,2,4,1,3,2,1,3,1,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,0,0,0,0,5,5,5,1,1,1,2,2,0,0,7,97,9997,,1,1,5,1,1,1,1,2,4,4,4,4,3,3,3,2,0,7,7,7,0,7,7,7,1251,MANDARA,0,2,0,0,0,0,3,3,2,3,1,1220,,0,0,0,0,0,2,0,4,0,2,2,0,2,3,1,1,1,97,0,18,,1220,,1,11:07,44,1,1,,1220,2,4,4,0,0,0,0,0,4,1,2,2,2,1,1,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM30,27,1,2,2224,KOTOKO,2224,KOTOKO,9,2,1220,9995,9996,9996,KOTOKO,1.43433654
CAM1132,2,1225,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,2,2,2,9997,9997,9997,9997,9997,9997,9997,9997,1,2,1,23.05.18,10:29,30,1220,,1220,,1,4,4,2,1,1,3,1,4,0,2,2,0,0,0,0,0,4,4,0,2,4,2,3,1,3,4,3,3,3,3,5,5,5,5,5,0,3,4,4,1,4,1,1,3,1,1,2,3,3,4,1,4,0,3,4,4,4,3,4,1,4,4,1,4,2,2,1,5,5,5,4,4,4,5,1,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,2,0,3,3,3,3,3,3,1,5,0,2,3,3,3,3,3,1,1,0,1,3,3,0,1,1,3,1,0,7,7,0,7,7,7,3,0,0,4,2,3,3,3,3,3,20,,13,,14,,4,3,1,4,1,4,1,2,1,3,4,1,1,3,3,4,4,1,4,1,5,2,1,2,4,4,3,3,3,4,4,3,3,2,0,0,0,0,5,5,5,1,4,1,1,2,0,0,7,97,9997,,4,1,4,1,1,1,5,2,5,5,5,5,3,2,4,1,0,7,7,7,0,7,7,7,1251,,0,3,0,0,0,0,5,5,1,5,1,1220,,2,0,2,0,2,2,1,4,4,3,2,5,0,3,1,1,1,97,3,18,,1220,,4,11:16,47,1,1,,1220,4,5,1,0,0,0,0,0,4,1,1,1,1,1,1,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM27,35,1,1,1220,,1220,,9,1,2,1220,9996,9996,,1.43433654
CAM1133,2,1225,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,2,2,2,9997,9997,9997,9997,9997,9997,9997,9997,2,7,1,23.05.18,10:31,43,9995,MANDARA,9995,MANDARA,1,2,4,9,9,9,2,0,2,0,3,4,0,2,2,0,0,0,0,0,0,0,0,3,2,4,4,2,2,1,2,4,4,3,9,9,0,2,4,4,1,9,0,0,0,0,0,0,0,0,1,1,1,1,0,4,2,1,3,4,9,2,2,9,4,2,2,9,1,2,5,5,2,4,9,0,9,9,3,0,1,1,0,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,3,2,3,3,3,0,7,7,1,2,2,0,1,3,1,1,0,7,7,0,7,7,7,0,7,2,2,2,2,2,2,0,0,14,,20,,17,,3,2,2,3,9,2,2,1,2,2,9,3,2,9,9,3,3,2,2,3,4,2,9,9,3,9,9,3,3,3,3,9,9,9,1,1,0,1,5,9,2,2,9,2,4,7,0,0,7,97,9997,,1,2,2,0,7,7,7,7,5,4,4,2,2,2,9,9,0,7,7,7,0,7,7,7,1251,MANDARA,9,3,0,1,1,7,5,5,1,4,0,9997,,0,1,1,0,0,2,0,4,0,3,2,3,0,7,1,1,2,3,2,18,,9999,,8,11:30,59,2,1,,2,2,1,3,0,0,0,0,0,3,2,2,2,2,2,2,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM29,29,1,2,1254,MOUNDANG,1254,,9,2,1220,1254,9996,9996,,1.43433654
CAM1134,2,1225,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,2,2,2,9997,9997,9997,9997,9997,9997,9997,9997,1,8,1,23.05.18,10:36,48,9995,MANDARA,9995,MANDARA,2,4,2,2,2,4,3,3,3,0,3,4,0,2,2,0,1,3,3,2,0,0,1,1,4,4,4,3,9,0,2,5,5,5,5,4,1,2,3,3,1,4,1,1,0,0,0,1,2,2,3,1,1,1,0,4,4,1,3,1,4,4,1,4,1,2,1,1,4,5,5,4,4,4,5,1,0,0,2,3,0,2,3,2,1,3,3,0,3,3,3,0,3,3,1,0,0,0,0,2,2,2,2,2,3,3,1,3,1,3,1,1,1,1,1,1,3,3,0,3,3,0,1,4,0,1,2,3,0,1,2,2,0,0,7,7,1,4,1,0,1,0,0,2,0,3,3,3,0,2,23,,17,,20,,4,3,3,2,1,1,3,4,4,1,1,1,1,3,3,3,4,3,3,4,4,4,4,4,1,4,3,1,1,1,1,2,0,3,0,0,0,2,2,1,1,4,1,4,4,1,0,0,7,97,9997,,2,1,1,1,1,1,4,3,5,5,5,5,3,1,2,1,0,7,7,7,0,7,7,7,1251,MANDARA,0,1,2,2,2,7,5,5,1,1,1,1220,,2,2,2,0,0,2,0,4,0,3,2,2,2,3,1,1,1,97,3,18,,1220,,1,11:28,51,1,1,,2,2,1,2,0,0,0,0,0,4,1,1,1,1,1,1,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM28,27,2,2,1254,MOUNDANG,1254,,9,2,1220,1254,9996,9996,,1.43433654
CAM1135,2,1222,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,4,3,9997,9997,9997,9997,9997,9997,9997,9997,1,2,1,23.05.18,10:57,23,1242,,1242,,2,4,5,3,3,4,0,0,0,0,1,7,0,0,0,1,0,4,4,0,1,0,0,3,4,1,4,1,2,1,9,5,2,4,4,5,0,0,3,3,0,3,0,1,0,0,0,0,1,1,1,1,1,0,1,1,2,2,3,4,1,4,1,1,1,4,4,1,5,5,5,1,5,5,5,1,1,1,3,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,2,3,3,3,0,0,0,1,1,1,1,1,1,0,1,1,9,9,4,5,1,2,2,0,1,3,1,1,2,1,0,7,7,7,0,7,7,7,0,7,7,0,7,7,7,1,1,2,3,1,3,0,1,1,1,20,,14,,13,,4,1,3,3,1,2,4,4,4,4,2,4,3,3,4,3,4,4,4,4,1,4,1,5,5,5,4,1,4,4,4,0,0,0,2,2,2,2,5,5,5,1,1,1,4,3,1,0,7,97,9997,,4,2,5,0,7,7,7,7,5,5,5,5,2,2,4,2,0,7,7,7,0,7,7,7,1227,,3,5,0,0,0,7,2,5,1,2,1,1220,,0,0,0,0,0,2,1,4,3,2,2,0,1,4,1,1,3,4,4,18,,1220,,8,11:50,52,1,1,,2,1,1,4,0,0,0,0,0,4,1,1,1,1,1,1,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM24,37,1,1,1222,,1222,,7,2,9996,9996,9996,9996,,0.90124998
